order_id,customer_id,order_date,total_amount,order_status,delivery_city,delivery_state
15718,1308,2026-03-25 06:07:58.514192,179326.13999999998,Delivered,Mirzapur,Jharkhand
15719,6694,2025-05-22 16:01:01.800715,82558.58,Processing,Purnia,Haryana
15720,271,2026-05-26 05:43:08.171271,163674.3,Returned,Dharmavaram,Assam
15721,4650,2026-06-04 11:45:42.261495,117961.58,Delivered,Arrah,Jharkhand
15722,2059,2024-12-28 19:31:21.512024,25975.0,Delivered,Gandhinagar,Manipur
15723,4173,2026-04-10 13:42:51.189948,221124.82,Returned,Dibrugarh,Bihar
15724,8556,2026-04-11 08:41:44.949305,253368.62,Returned,Agra,Assam
15725,3401,2026-05-22 20:36:45.788924,440375.43,Delivered,Nagercoil,Telangana
15726,3884,2026-05-04 09:32:15.658903,13465.66,Delivered,Suryapet,Odisha
15727,10000,2024-02-02 22:50:42.349241,351050.57,Delivered,Anantapuram,Goa
15728,8097,2025-10-17 22:00:24.790059,168251.61000000002,Delivered,Guntur,Haryana
15729,3180,2025-01-09 06:38:08.806154,125820.6,Delivered,Bettiah,Punjab
15730,1962,2025-12-24 12:44:57.569073,43123.73,Shipped,Aligarh,Nagaland
15731,2560,2026-05-04 11:59:51.549418,3776.02,Processing,Jamalpur,Goa
15732,6194,2026-05-14 17:15:42.311645,34055.94,Delivered,Buxar,Jharkhand
15733,3188,2025-11-04 07:10:38.244137,54821.600000000006,Delivered,Amroha,Maharashtra
15734,1418,2025-01-24 03:32:09.413406,198213.7,Delivered,Karaikudi,Rajasthan
15735,7664,2024-12-19 02:07:56.594015,179337.57,Shipped,Aligarh,Punjab
15736,3158,2026-05-09 06:42:19.075989,83070.28,Delivered,Berhampore,Haryana
15737,6286,2026-03-31 01:25:15.539455,192319.12,Delivered,Thanjavur,Tamil Nadu
15738,2690,2024-07-04 21:30:04.030195,330357.44999999995,Delivered,Meerut,Punjab
15739,2376,2026-02-23 19:22:14.327957,184710.51,Cancelled,Kollam,Meghalaya
15740,8108,2026-02-02 01:33:03.073872,258737.8,Delivered,Ramagundam,Madhya Pradesh
15741,2636,2026-03-16 00:42:47.145161,346925.85,Delivered,Salem,Punjab
15742,4391,2026-01-12 05:00:38.206567,231739.44,Processing,Tinsukia,Bihar
15743,762,2026-06-07 09:54:18.319925,111242.50000000001,Cancelled,Latur,Assam
15744,6217,2025-11-07 06:42:38.951898,94928.43,Processing,Jaunpur,Madhya Pradesh
15745,8137,2025-03-23 08:03:06.876163,318396.86,Shipped,Bhagalpur,Uttarakhand
15746,6205,2026-05-26 04:48:18.649752,159260.11,Returned,Mau,Karnataka
15747,5230,2026-06-05 08:47:30.441740,151443.68,Delivered,Meerut,Bihar
15748,9212,2025-01-23 16:35:29.145930,42008.74,Delivered,Avadi,Chhattisgarh
15749,2225,2025-12-06 12:05:08.841123,222747.51,Delivered,Latur,Nagaland
15750,5777,2024-09-19 00:31:51.418246,22150.88,Delivered,Mysore,Bihar
15751,5331,2024-09-23 06:13:01.298803,202468.0,Delivered,Aizawl,Maharashtra
15752,2402,2026-06-19 05:49:27.947903,74266.96,Delivered,Guna,Uttar Pradesh
15753,7297,2025-09-11 14:22:38.412876,135229.93,Shipped,Mau,Karnataka
15754,4241,2024-09-26 21:56:56.564171,181599.00999999995,Returned,Kurnool,Chhattisgarh
15755,5191,2025-01-30 09:23:26.421624,140880.99,Delivered,Karawal Nagar,Uttarakhand
15756,7967,2026-03-30 00:09:12.909997,73236.19,Shipped,Gaya,Haryana
15757,5590,2025-12-04 16:16:06.268485,142044.79,Returned,Bathinda,Manipur
15758,1477,2025-04-10 10:03:00.934915,64242.490000000005,Delivered,Ramagundam,Mizoram
15759,342,2025-03-06 22:15:27.855686,144580.14,Processing,Etawah,Maharashtra
15760,1206,2025-07-16 17:42:47.089581,85616.76,Returned,Solapur,Madhya Pradesh
15761,2771,2026-05-13 11:08:41.593277,85200.96,Shipped,Eluru,Kerala
15762,6173,2025-09-24 12:31:45.462122,95779.3,Delivered,Bhimavaram,Meghalaya
15763,8179,2026-06-13 06:25:19.483739,72420.22,Delivered,Bhiwani,Uttar Pradesh
15764,9780,2025-09-27 05:07:14.600218,28716.98,Delivered,Orai,West Bengal
15765,1557,2025-01-07 22:05:36.016394,6431.93,Delivered,Uluberia,Karnataka
15766,4656,2024-05-07 11:58:34.110930,113456.44,Delivered,Phusro,Odisha
15767,1740,2026-02-15 06:09:29.477188,111387.45,Returned,Ratlam,West Bengal
15768,7665,2026-05-04 05:06:58.600083,106533.84,Delivered,Sambalpur,Tamil Nadu
15769,4939,2025-03-13 05:18:13.632604,77828.78,Delivered,Tadepalligudem,Odisha
15770,7027,2024-03-03 15:55:40.883034,99489.81,Shipped,Meerut,Assam
15771,3568,2026-05-23 18:41:25.375152,42716.71,Delivered,Mango,Himachal Pradesh
15772,3923,2026-06-27 12:31:37.226018,229481.02000000002,Delivered,Saharanpur,Karnataka
15773,1458,2026-05-22 17:55:51.836498,83106.96,Shipped,Durg,Uttarakhand
15774,6202,2026-02-20 16:16:29.504707,138297.52000000002,Shipped,Amaravati,Gujarat
15775,3734,2025-01-12 05:13:41.172784,189939.88,Delivered,Kumbakonam,Chhattisgarh
15776,8594,2026-03-06 08:06:45.173675,47711.57,Processing,Panvel,Meghalaya
15777,6639,2025-07-24 06:39:14.920401,43017.149999999994,Processing,Kolhapur,Tamil Nadu
15778,9132,2024-12-13 03:21:34.045657,134363.72999999998,Shipped,Srinagar,Himachal Pradesh
15779,5446,2024-12-23 19:55:32.108184,218409.77,Shipped,Kochi,Tripura
15780,5073,2026-02-10 12:27:38.909792,203761.93000000002,Delivered,Kollam,Telangana
15781,5611,2026-05-07 20:14:19.352413,265208.26,Delivered,Bokaro,Arunachal Pradesh
15782,4555,2025-09-04 17:33:26.100650,319199.38000000006,Delivered,Sambalpur,Uttarakhand
15783,8547,2025-02-13 20:34:17.856558,47732.920000000006,Cancelled,Barasat,Jharkhand
15784,6541,2025-09-22 14:48:17.254150,165688.90000000002,Delivered,Kakinada,Gujarat
15785,7909,2025-07-13 15:59:20.668848,49913.36,Returned,Fatehpur,Rajasthan
15786,2430,2026-03-31 12:46:57.372840,130966.94,Processing,Orai,Madhya Pradesh
15787,8144,2026-05-03 09:56:05.693331,71061.28,Cancelled,Satna,Mizoram
15788,5437,2026-06-10 11:21:38.465838,226276.29,Cancelled,Aurangabad,Uttar Pradesh
15789,5476,2026-03-23 11:34:33.458625,95163.95,Cancelled,Jamnagar,Gujarat
15790,4196,2024-07-29 10:49:20.316859,35659.66,Cancelled,Ramgarh,Goa
15791,6735,2026-06-15 21:30:42.588915,178592.61,Delivered,Nashik,Madhya Pradesh
15792,8781,2025-10-22 05:39:13.466246,124403.75,Delivered,Bilaspur,Maharashtra
15793,9456,2026-06-17 22:56:03.129617,190325.15,Delivered,Chinsurah,Arunachal Pradesh
15794,1831,2025-06-17 00:59:52.545274,38472.84,Shipped,Vasai-Virar,Arunachal Pradesh
15795,8967,2025-06-14 00:07:41.159957,171856.26,Delivered,Pallavaram,Madhya Pradesh
15796,3357,2025-12-07 20:50:43.008874,170593.02,Returned,Tezpur,Karnataka
15797,8516,2026-06-26 15:34:38.594338,214012.52,Delivered,Anantapuram,Mizoram
15798,605,2025-11-22 05:28:53.936707,24988.11,Cancelled,Vijayawada,Uttar Pradesh
15799,9573,2025-12-30 13:05:45.285859,107899.29000000001,Delivered,Howrah,Meghalaya
15800,9543,2026-02-23 09:42:32.890825,45840.68,Returned,Mathura,Goa
15801,4306,2026-02-13 23:23:49.374425,3627.86,Delivered,Erode,Bihar
15802,5715,2024-08-20 04:09:09.424456,92793.1,Delivered,Ajmer,Meghalaya
15803,3901,2025-04-19 17:47:41.366397,63546.12999999999,Delivered,Bathinda,Gujarat
15804,9532,2025-12-17 09:13:05.792639,50348.479999999996,Delivered,Karimnagar,Haryana
15805,7141,2024-10-30 17:30:03.776672,120531.25,Cancelled,Vellore,Assam
15806,1909,2026-04-17 21:45:00.314092,161894.62999999998,Delivered,Coimbatore,Karnataka
15807,6143,2026-06-21 07:25:32.117210,218314.09999999998,Delivered,Nangloi Jat,Bihar
15808,1867,2026-06-19 15:32:41.896792,117759.57,Shipped,Jalna,Haryana
15809,9059,2025-09-01 00:01:58.251475,182960.18,Cancelled,Panihati,Haryana
15810,7113,2026-04-22 10:25:55.036071,84307.23,Delivered,Alwar,Arunachal Pradesh
15811,7479,2025-03-28 16:32:15.117712,75530.0,Cancelled,Thoothukudi,Chhattisgarh
15812,8165,2025-06-12 05:16:25.826337,218001.85,Delivered,Bhopal,Rajasthan
15813,7541,2026-04-29 19:37:33.020667,385484.13999999996,Shipped,Uluberia,Chhattisgarh
15814,1583,2025-01-20 16:29:13.209945,58795.83,Delivered,Uluberia,Bihar
15815,1106,2026-04-12 12:44:22.820410,134470.03,Delivered,Tiruchirappalli,Mizoram
15816,1622,2024-09-08 20:46:39.593539,308167.55000000005,Delivered,North Dumdum,Tamil Nadu
15817,1173,2024-02-11 23:16:58.649305,256595.22,Delivered,Madurai,Jharkhand
15818,7050,2026-05-14 14:30:41.240849,138441.72000000003,Delivered,Bhimavaram,Uttarakhand
15819,1853,2026-06-18 11:35:58.417384,150648.02000000002,Shipped,Davanagere,Tamil Nadu
15820,4296,2025-11-08 16:56:44.840858,306766.93999999994,Shipped,Madhyamgram,Arunachal Pradesh
15821,2834,2026-06-04 22:59:37.825799,321030.96,Cancelled,Rajpur Sonarpur,Madhya Pradesh
15822,8676,2026-06-18 22:40:46.198409,62614.56,Delivered,Bhind,Tripura
15823,7201,2023-10-25 00:55:03.567204,92038.6,Returned,Morena,Sikkim
15824,7671,2025-01-19 23:01:12.074034,2089.05,Shipped,Karimnagar,Kerala
15825,1164,2026-06-23 02:14:28.475945,317162.57999999996,Cancelled,Dehri,Haryana
15826,9162,2025-10-18 12:40:22.420664,139031.43,Returned,Raiganj,Madhya Pradesh
15827,4228,2025-04-24 22:24:29.817001,148112.0,Processing,Ramagundam,Punjab
15828,7380,2024-12-28 03:40:09.394766,128081.37999999999,Delivered,Bihar Sharif,Maharashtra
15829,2481,2026-02-11 19:15:33.091470,183010.80000000002,Returned,Berhampur,Madhya Pradesh
15830,6808,2026-02-20 11:25:15.831274,34319.33,Processing,Tirupati,Himachal Pradesh
15831,3926,2026-02-01 10:23:12.148715,125376.09,Cancelled,Kollam,Punjab
15832,5892,2026-05-10 08:44:23.854184,204882.69999999998,Cancelled,Bongaigaon,Sikkim
15833,6288,2025-11-04 18:08:45.182153,179008.97,Shipped,Amravati,Uttarakhand
15834,3884,2026-04-22 12:58:56.407883,343854.77,Delivered,Suryapet,Odisha
15835,6725,2026-05-30 13:52:14.600648,193047.19999999998,Delivered,Yamunanagar,Gujarat
15836,1161,2026-06-24 16:48:38.968445,133813.34999999998,Processing,Bulandshahr,Maharashtra
15837,4850,2025-12-22 22:55:47.525109,272687.52999999997,Shipped,Ahmedabad,Rajasthan
15838,7585,2026-03-09 08:12:07.333287,147337.03999999998,Delivered,Cuttack,Tripura
15839,6693,2025-07-20 02:36:00.061928,46255.409999999996,Delivered,Secunderabad,Jharkhand
15840,5217,2024-05-26 09:59:03.030792,234655.99,Processing,Aurangabad,Haryana
15841,5907,2024-07-25 16:11:36.228708,33692.490000000005,Delivered,Bhagalpur,Chhattisgarh
15842,4354,2026-06-05 09:54:15.389472,254517.0,Processing,Kharagpur,Telangana
15843,4540,2026-01-16 09:48:47.150072,74055.13,Returned,Udupi,Tripura
15844,4524,2024-12-09 11:59:35.404273,35672.52,Delivered,Ghaziabad,Kerala
15845,9398,2025-07-09 06:14:00.412064,288387.9199999999,Shipped,Barasat,Tripura
15846,7117,2026-06-05 18:23:12.321157,323481.12,Delivered,Uluberia,Andhra Pradesh
15847,3597,2025-04-02 21:36:16.431235,173819.89,Processing,Gwalior,Tripura
15848,6793,2026-01-01 14:09:54.218712,129382.65000000001,Processing,Ghaziabad,Maharashtra
15849,7232,2025-07-03 02:50:19.425236,71286.48999999999,Returned,Mangalore,Tripura
15850,4597,2024-09-17 22:45:51.461030,123446.12,Returned,Tirupati,Kerala
15851,517,2024-04-25 10:52:28.236853,271681.66000000003,Shipped,Mira-Bhayandar,Manipur
15852,7789,2025-05-16 16:33:56.865682,70483.65,Shipped,Raebareli,Goa
15853,8800,2026-06-20 08:26:11.631008,100735.54000000001,Returned,Faridabad,Haryana
15854,5334,2026-02-12 06:51:15.833985,327321.57,Delivered,Thanjavur,Andhra Pradesh
15855,7875,2025-04-03 22:14:22.377956,36880.21,Shipped,Uluberia,Mizoram
15856,2392,2026-02-09 01:13:08.341106,321457.68,Cancelled,Rajkot,Punjab
15857,657,2026-02-02 01:31:29.902307,141324.9,Returned,Ajmer,Telangana
15858,1247,2025-05-01 11:22:17.325521,208252.13,Delivered,Patiala,Bihar
15859,3015,2024-09-19 21:49:53.770798,261061.56,Shipped,Motihari,Arunachal Pradesh
15860,6285,2026-02-12 14:36:07.570188,97754.06,Cancelled,Panchkula,Telangana
15861,698,2025-10-23 15:35:35.576218,136317.83000000002,Returned,Chapra,Karnataka
15862,3455,2026-06-27 21:47:13.450356,221162.18,Delivered,Dibrugarh,Gujarat
15863,5066,2026-06-21 09:26:00.419788,255503.09999999998,Delivered,Pune,Jharkhand
15864,1575,2026-06-19 05:39:08.540139,17959.47,Cancelled,Nellore,Sikkim
15865,6190,2026-06-19 09:15:57.817580,38358.06,Delivered,Surendranagar Dudhrej,Uttar Pradesh
15866,3911,2025-08-01 13:41:55.424559,230812.17,Shipped,Rewa,Manipur
15867,8020,2025-09-13 00:24:43.902123,84500.94999999998,Processing,Bhalswa Jahangir Pur,Meghalaya
15868,1226,2026-06-07 09:53:13.867866,265564.02,Delivered,Bahraich,Maharashtra
15869,8569,2026-01-05 21:57:08.700819,212756.06999999998,Shipped,Karaikudi,Goa
15870,6408,2025-02-22 03:46:34.081301,225053.57,Processing,Patiala,Bihar
15871,791,2026-04-04 07:56:42.832882,49894.009999999995,Delivered,Mira-Bhayandar,Haryana
15872,2068,2025-04-25 17:52:23.884536,100900.03,Processing,Machilipatnam,Chhattisgarh
15873,1814,2026-03-08 23:54:13.911665,210054.17,Cancelled,Bhusawal,Telangana
15874,2009,2026-06-22 19:59:57.754880,113240.67,Cancelled,Bhimavaram,Maharashtra
15875,9372,2023-09-24 00:01:38.777825,270081.53,Cancelled,Delhi,Chhattisgarh
15876,8028,2025-05-20 10:06:17.637883,120842.81999999999,Shipped,Srinagar,Odisha
15877,4469,2024-12-20 06:24:35.660585,8273.14,Delivered,Burhanpur,Gujarat
15878,4466,2026-03-25 18:38:01.058866,119764.4,Shipped,Pallavaram,Sikkim
15879,3188,2024-09-02 10:25:06.337314,113013.68000000001,Delivered,Amroha,Maharashtra
15880,3360,2025-05-10 21:43:20.299442,241591.47,Cancelled,Udaipur,Nagaland
15881,5638,2024-11-28 19:42:58.331984,350285.66000000003,Returned,Agra,Maharashtra
15882,1704,2024-11-15 19:44:40.478703,88448.01,Returned,Kishanganj,Gujarat
15883,3244,2024-12-28 16:32:32.646411,226518.95,Processing,Jodhpur,Assam
15884,986,2026-01-14 11:01:22.579385,48521.18,Cancelled,Saharanpur,Haryana
15885,4622,2025-09-10 03:38:31.271581,97529.44,Shipped,Kozhikode,Manipur
15886,6567,2025-05-15 09:41:31.035515,29325.96,Processing,Noida,Madhya Pradesh
15887,4248,2026-03-31 08:00:45.499920,171619.12999999998,Shipped,Akola,Karnataka
15888,2353,2025-03-13 13:10:46.585445,402036.52999999997,Delivered,Panihati,Arunachal Pradesh
15889,3520,2025-12-19 00:03:12.639437,359756.74,Delivered,Sasaram,Punjab
15890,7674,2025-03-03 13:17:56.702869,181942.47,Delivered,Anantapuram,Kerala
15891,3791,2026-06-14 18:04:55.851523,220057.56,Returned,Bharatpur,Sikkim
15892,6171,2024-10-04 04:35:43.381037,22812.12,Cancelled,Rajahmundry,West Bengal
15893,2313,2025-05-01 06:23:27.803018,175719.59,Returned,Ballia,Karnataka
15894,6240,2026-03-13 01:57:32.638975,351637.86,Cancelled,Darbhanga,Uttar Pradesh
15895,2716,2026-06-17 05:23:03.391681,44991.22,Cancelled,Anand,Bihar
15896,7383,2026-06-05 08:36:52.080731,143463.49,Cancelled,Bulandshahr,Manipur
15897,5818,2024-02-08 13:53:03.529568,157679.15,Shipped,Davanagere,Haryana
15898,6430,2025-03-23 14:00:56.525771,405820.43,Processing,Darbhanga,Goa
15899,721,2026-02-12 09:52:47.025622,23863.97,Processing,Delhi,Arunachal Pradesh
15900,4029,2026-01-03 01:52:08.245374,242541.09,Cancelled,Moradabad,Gujarat
15901,1327,2025-01-16 05:37:50.562174,107346.07,Delivered,Siwan,Assam
15902,1354,2025-12-11 09:45:02.814529,217440.41,Processing,Warangal,Mizoram
15903,5942,2025-10-20 19:53:08.850827,340588.9,Shipped,Farrukhabad,Andhra Pradesh
15904,9326,2025-04-27 21:33:46.263219,245874.86,Delivered,Ulhasnagar,Madhya Pradesh
15905,1821,2026-02-21 06:16:35.633409,30498.76,Returned,Raichur,Chhattisgarh
15906,6393,2026-01-12 05:14:09.607304,103909.86,Returned,Bhilai,Kerala
15907,3917,2025-12-21 21:12:00.312021,91656.18000000001,Processing,Orai,Kerala
15908,6683,2025-04-05 04:29:23.177875,262450.96,Returned,Jalna,Tamil Nadu
15909,3864,2025-10-07 21:53:39.574021,61104.12,Cancelled,Chinsurah,Haryana
15910,1081,2025-09-15 05:25:32.415805,138568.41,Delivered,Berhampore,Jharkhand
15911,2597,2026-05-20 05:29:55.363704,262603.69,Shipped,Jhansi,Gujarat
15912,6058,2026-03-26 11:05:43.029884,9335.86,Delivered,Surat,Punjab
15913,9316,2025-09-17 21:15:09.250611,23386.89,Cancelled,Rourkela,Uttar Pradesh
15914,739,2026-06-12 15:48:33.396774,228440.95999999996,Delivered,Hospet,Mizoram
15915,5492,2026-05-21 08:52:06.276835,70471.32,Delivered,Alwar,Gujarat
15916,8032,2025-06-05 22:09:30.693125,48641.16,Delivered,Hospet,Rajasthan
15917,3299,2025-11-23 13:45:13.971051,84071.02,Returned,Madurai,Meghalaya
15918,4402,2026-03-29 14:15:17.986530,74771.59,Returned,Agartala,Nagaland
15919,408,2025-05-15 03:20:22.897262,61288.86,Delivered,Hosur,Telangana
15920,6275,2025-05-31 22:13:22.933037,131248.43,Delivered,Ludhiana,Assam
15921,7121,2026-01-16 07:27:43.137612,4762.08,Shipped,Proddatur,Haryana
15922,7611,2024-05-14 02:03:03.866841,158407.07,Returned,Panihati,Gujarat
15923,777,2024-07-21 23:39:13.452144,14662.98,Cancelled,Rourkela,Karnataka
15924,3696,2025-04-22 20:47:12.940295,75720.37,Delivered,Hyderabad,Kerala
15925,7579,2025-09-20 19:01:47.466415,102719.57,Cancelled,Nagercoil,Tripura
15926,8568,2025-11-28 01:54:29.404021,332086.3,Delivered,Bhusawal,Tripura
15927,6866,2025-11-01 19:34:12.251915,97771.03,Delivered,Kota,Mizoram
15928,2290,2026-02-01 20:27:37.035694,188953.77,Cancelled,Rampur,Nagaland
15929,3447,2026-05-21 14:58:06.068887,133079.88999999998,Delivered,Pallavaram,Odisha
15930,7909,2026-01-07 07:36:20.321682,22784.3,Shipped,Fatehpur,Rajasthan
15931,9875,2025-12-25 21:51:08.605401,108011.42000000001,Delivered,Shahjahanpur,Manipur
15932,9168,2024-08-22 07:35:21.653467,50594.3,Delivered,Chandigarh,Madhya Pradesh
15933,1975,2025-10-25 01:48:34.381242,91706.13,Delivered,Bhusawal,Tamil Nadu
15934,8255,2026-02-23 13:55:04.919099,80908.54999999999,Delivered,Jhansi,Uttarakhand
15935,6360,2024-01-13 03:09:30.950265,100881.90000000001,Returned,Barasat,Arunachal Pradesh
15936,4761,2025-09-09 08:50:31.369247,114442.95000000001,Processing,Kumbakonam,Himachal Pradesh
15937,6772,2025-09-20 13:07:17.353911,137885.76,Returned,Suryapet,Nagaland
15938,3587,2026-01-22 10:42:27.065315,261188.31,Delivered,Korba,Jharkhand
15939,3174,2025-05-21 00:18:12.538646,91656.18000000001,Shipped,Tadipatri,Arunachal Pradesh
15940,1374,2025-01-05 08:01:01.479284,138205.97,Delivered,Kochi,Manipur
15941,2528,2025-12-27 12:45:01.130187,139086.13999999998,Returned,Mathura,Haryana
15942,4672,2026-05-02 06:14:35.405428,20287.31,Returned,Gurgaon,Rajasthan
15943,9326,2025-10-18 14:15:52.432309,146958.38999999998,Cancelled,Ulhasnagar,Madhya Pradesh
15944,8026,2026-05-19 05:04:22.198269,205776.97,Processing,Tirupati,Tripura
15945,6988,2026-05-01 03:31:03.060527,201748.5,Shipped,Parbhani,Gujarat
15946,233,2026-02-08 04:23:24.363607,113339.25,Delivered,Tadipatri,Haryana
15947,6653,2026-02-16 14:52:05.141978,273595.97,Delivered,Panchkula,Bihar
15948,6977,2024-05-11 22:27:56.326919,154005.32,Returned,Saharanpur,West Bengal
15949,5459,2025-10-10 11:39:07.956437,3452.0,Delivered,Erode,Nagaland
15950,171,2026-06-24 08:34:13.481986,425195.23,Shipped,Tadepalligudem,Maharashtra
15951,1889,2026-06-17 13:01:47.735415,46462.01,Delivered,Morbi,Haryana
15952,7564,2024-03-19 14:28:30.944780,160855.46000000002,Shipped,Asansol,Tamil Nadu
15953,5076,2026-03-23 18:34:22.335662,230190.23,Delivered,Faridabad,Himachal Pradesh
15954,4921,2026-04-08 13:04:39.961228,16480.27,Returned,Darbhanga,Gujarat
15955,3063,2026-03-07 09:49:07.317913,217498.62,Delivered,Visakhapatnam,Telangana
15956,2684,2026-04-17 12:48:11.559996,87873.48,Delivered,Amroha,Odisha
15957,4889,2025-02-11 08:57:33.637218,167949.38,Delivered,Amroha,Maharashtra
15958,5181,2024-02-29 05:52:16.655320,325998.06999999995,Returned,Jalna,Haryana
15959,1859,2025-06-04 05:17:06.311689,106125.28,Delivered,Cuttack,Madhya Pradesh
15960,1329,2024-10-09 17:41:16.315708,19534.89,Delivered,Tiruppur,Andhra Pradesh
15961,7524,2025-07-09 11:20:02.073976,153487.22999999998,Shipped,Bihar Sharif,Punjab
15962,2888,2026-02-04 02:48:33.281265,126397.95000000001,Returned,Bilaspur,Karnataka
15963,7631,2025-08-28 12:33:06.607109,79277.44,Processing,Rohtak,Gujarat
15964,2334,2025-07-24 19:39:13.616224,66798.18,Delivered,Jalna,Andhra Pradesh
15965,8175,2026-05-30 12:41:47.671292,262608.93,Shipped,Jaipur,Andhra Pradesh
15966,9385,2024-11-14 04:17:01.560579,23457.34,Delivered,Suryapet,Himachal Pradesh
15967,4912,2024-02-28 02:32:36.183075,495253.56999999995,Delivered,Gandhinagar,Telangana
15968,3047,2026-06-02 18:11:53.168165,78257.16,Shipped,Guna,Meghalaya
15969,774,2025-03-26 03:30:29.674770,208053.7,Processing,Udupi,Punjab
15970,7935,2025-06-11 05:04:32.308430,97030.93,Shipped,Jamnagar,Rajasthan
15971,6910,2026-05-21 21:07:29.867952,95010.86,Delivered,Pudukkottai,Arunachal Pradesh
15972,6659,2024-10-24 12:06:11.358905,114001.85,Delivered,Pune,Jharkhand
15973,9763,2025-12-14 16:43:26.869685,15360.49,Delivered,Warangal,Maharashtra
15974,3837,2025-05-22 23:20:46.932610,197994.37,Processing,Siwan,Sikkim
15975,5258,2025-12-14 05:39:22.466537,45483.13,Delivered,Jamshedpur,Chhattisgarh
15976,129,2025-02-05 13:42:45.604445,353046.64,Processing,Kalyan-Dombivli,Andhra Pradesh
15977,7456,2026-03-01 01:58:21.756442,143546.69,Cancelled,Visakhapatnam,Maharashtra
15978,2800,2025-02-06 08:43:35.105659,166240.39,Processing,North Dumdum,Uttarakhand
15979,8147,2025-12-30 18:15:49.833617,61355.36,Returned,Jaunpur,Himachal Pradesh
15980,8440,2025-04-30 23:21:32.104116,257971.64,Delivered,Uluberia,Rajasthan
15981,2069,2026-05-08 04:21:10.017987,186778.68,Delivered,Bidhannagar,Nagaland
15982,7710,2025-06-19 20:47:33.874918,161786.53,Delivered,Mango,Nagaland
15983,6943,2025-10-09 20:42:26.414466,259100.15999999997,Delivered,Shimla,Mizoram
15984,7012,2025-03-12 03:14:13.174804,46793.14,Processing,Bhiwani,Manipur
15985,9956,2026-03-27 15:27:46.703321,162971.55,Processing,Aurangabad,Haryana
15986,1473,2025-01-10 05:36:31.639261,240986.63,Shipped,Kolkata,Meghalaya
15987,5009,2025-06-03 02:45:20.542981,168408.28999999998,Delivered,Rewa,Meghalaya
15988,3991,2026-05-09 16:36:51.453196,102452.82,Shipped,Adoni,Arunachal Pradesh
15989,306,2024-06-20 08:43:38.593163,206103.32,Shipped,Katni,Telangana
15990,9918,2025-11-25 17:26:54.460490,85653.98,Delivered,Dindigul,Bihar
15991,9116,2026-02-05 12:45:36.720080,164233.24000000002,Returned,Gulbarga,Andhra Pradesh
15992,6661,2026-06-03 17:41:19.478760,52870.66,Shipped,Shimoga,Rajasthan
15993,6293,2025-06-16 11:19:07.761591,226949.61,Delivered,Jabalpur,Chhattisgarh
15994,2847,2025-11-04 08:39:35.543398,92853.37,Processing,Nanded,Goa
15995,1704,2025-04-23 17:53:04.743554,141083.27,Delivered,Kishanganj,Gujarat
15996,5806,2026-05-22 15:59:09.375515,144929.5,Cancelled,Dibrugarh,Telangana
15997,8083,2024-08-15 07:25:16.373546,143752.46000000002,Cancelled,Ranchi,West Bengal
15998,5896,2023-11-18 04:13:43.922183,307780.10000000003,Returned,Mumbai,Chhattisgarh
15999,7446,2024-09-19 08:09:10.770941,92140.70999999999,Shipped,Mysore,Kerala
16000,5878,2024-11-07 09:13:51.351407,35871.8,Returned,Raichur,Gujarat
16001,9507,2025-04-28 04:44:38.974190,331312.88,Shipped,Bhilwara,Uttar Pradesh
16002,3915,2025-11-14 23:58:42.625429,164072.66,Delivered,Khammam,Karnataka
16003,3327,2026-03-14 15:28:07.904405,17114.4,Cancelled,Delhi,Bihar
16004,2606,2024-12-05 00:29:22.413306,233132.69,Delivered,Raipur,Jharkhand
16005,4241,2025-02-15 02:59:53.485539,230532.45,Delivered,Kurnool,Chhattisgarh
16006,5749,2025-06-09 20:05:56.867766,207761.68000000002,Delivered,Rohtak,Goa
16007,9791,2024-07-02 21:42:36.536490,189811.52000000002,Delivered,Kamarhati,Andhra Pradesh
16008,5913,2026-06-25 02:28:40.402778,177664.69,Returned,Kulti,West Bengal
16009,2782,2026-05-31 08:00:30.629300,216197.25,Delivered,Hospet,Uttarakhand
16010,7951,2025-10-14 23:49:59.480318,149656.6,Processing,Bhilai,Kerala
16011,7178,2026-06-25 07:45:59.742110,156989.69999999998,Delivered,Sirsa,Assam
16012,2413,2026-03-22 03:41:43.367150,167265.90999999997,Delivered,Yamunanagar,Chhattisgarh
16013,2097,2025-12-16 09:23:09.682412,178999.93000000002,Delivered,Moradabad,Meghalaya
16014,3182,2025-08-10 19:37:53.523893,75119.88,Shipped,Amravati,Uttarakhand
16015,6024,2025-12-15 21:16:37.503424,197103.47999999998,Returned,Durgapur,Maharashtra
16016,4399,2025-05-24 04:27:53.819167,1071.6299999999999,Processing,Kurnool,Goa
16017,2978,2025-02-15 01:36:10.221153,249859.91000000003,Delivered,Raichur,Punjab
16018,5372,2026-03-14 22:36:36.645415,40025.24,Delivered,Patiala,Karnataka
16019,5399,2025-01-01 11:34:46.430313,44756.16,Delivered,Allahabad,Haryana
16020,9613,2026-01-28 16:46:24.222517,267305.14,Returned,Hapur,Tripura
16021,939,2025-07-06 14:06:59.045616,49456.06,Delivered,Thrissur,Chhattisgarh
16022,4868,2026-03-28 09:23:52.967848,86805.75,Delivered,Rewa,Arunachal Pradesh
16023,7760,2025-12-28 17:47:40.168463,192626.65000000002,Delivered,Jaunpur,Uttar Pradesh
