product_id,product_name,category_id,supplier_id,price,stock_quantity,is_returnable,rating
439,Grass-roots empowering budgetary management,1,94,23134.95,362,True,4.19
440,Extended coherent hub,3,53,33681.58,71,True,1.97
441,Proactive attitude-oriented algorithm,5,92,21214.08,193,True,4.96
442,Secured methodical focus group,16,75,20100.17,259,False,4.48
443,Distributed tangible circuit,14,70,1934.58,495,True,4.58
444,Decentralized executive initiative,18,77,31945.2,43,True,1.99
445,Cross-platform next generation time-frame,12,22,32385.29,22,True,3.58
446,Centralized bi-directional toolset,13,97,16646.68,407,True,1.04
447,Assimilated high-level migration,9,29,25582.74,265,True,3.75
448,Universal multi-state frame,8,58,18768.57,237,True,3.35
449,Quality-focused intangible customer loyalty,17,20,17313.87,12,True,2.18
450,Intuitive user-facing ability,3,15,41582.76,373,True,2.25
451,Visionary dedicated data-warehouse,15,27,26103.63,178,True,2.75
452,Optimized systematic framework,15,41,3452.0,22,False,1.46
453,Automated stable infrastructure,11,83,5557.2,409,True,4.94
454,Business-focused systematic data-warehouse,8,67,8805.22,81,True,2.71
455,Proactive bifurcated array,15,30,39908.01,322,True,3.56
456,Enterprise-wide context-sensitive hierarchy,14,51,1556.69,314,False,2.8
457,Operative reciprocal circuit,14,50,322.06,109,True,4.01
458,Profound leadingedge database,3,74,5177.43,446,True,2.46
459,Adaptive systematic open architecture,7,59,5786.35,343,False,3.11
460,Compatible systematic benchmark,11,77,19493.1,200,True,2.39
461,Multi-tiered needs-based array,15,80,8709.12,344,True,2.19
462,Object-based needs-based middleware,20,76,4329.12,68,True,1.95
463,De-engineered optimizing middleware,4,24,18727.97,72,True,2.67
464,Realigned asynchronous info-mediaries,5,74,19247.13,95,True,3.15
465,Reduced web-enabled complexity,6,72,8426.59,147,True,2.26
466,Reactive interactive alliance,15,80,2775.2,183,False,2.94
467,Cross-platform methodical neural-net,7,50,48195.07,258,True,2.64
468,Exclusive leadingedge archive,16,54,35536.1,227,True,1.33
469,Enterprise-wide tangible solution,1,98,11104.42,16,True,3.15
470,Fully-configurable actuating open architecture,6,100,22920.34,380,True,2.98
471,Innovative logistical knowledgebase,17,15,28678.43,137,True,4.29
472,Optional clear-thinking strategy,12,70,41148.29,21,True,2.77
473,Enterprise-wide multimedia synergy,7,55,5210.58,424,True,1.99
474,Customer-focused value-added model,2,58,13214.48,441,False,2.76
475,Upgradable full-range firmware,4,100,40613.26,107,False,3.35
476,Implemented eco-centric matrix,12,91,30552.06,219,True,1.56
477,Implemented object-oriented policy,7,27,40291.48,291,True,2.12
478,Enterprise-wide homogeneous moderator,18,22,16250.32,360,True,3.29
479,Cross-group eco-centric knowledge user,17,87,40777.53,69,False,4.14
480,Cross-group actuating challenge,2,36,43365.67,64,True,1.53
481,Multi-layered homogeneous benchmark,5,92,16172.63,126,True,3.7
482,Vision-oriented zero administration instruction set,16,19,28913.53,137,True,2.5
483,Cross-platform contextually-based firmware,3,82,39750.47,393,True,3.06
484,Synchronized directional forecast,9,89,46823.17,188,True,2.95
485,Operative didactic synergy,19,1,43458.5,433,True,3.92
486,Focused multi-tasking task-force,15,82,33240.78,183,False,4.18
487,User-friendly bi-directional product,13,28,48409.62,422,True,2.07
488,Innovative static knowledgebase,10,44,27410.8,66,True,2.94
489,Innovative solution-oriented pricing structure,11,88,38136.48,23,True,4.14
490,Open-source responsive product,15,3,6299.44,439,True,2.83
491,Function-based content-based success,14,26,49785.13,465,True,3.6
492,Persistent needs-based focus group,6,36,4757.67,184,True,2.49
493,Function-based attitude-oriented help-desk,6,7,19877.44,156,True,4.02
494,Operative human-resource adapter,14,84,4650.84,48,True,2.91
495,Up-sized explicit service-desk,5,76,11386.92,348,True,1.03
496,Ergonomic leadingedge complexity,11,16,49408.93,216,True,2.91
497,User-friendly actuating matrix,8,50,4557.62,412,True,2.25
498,Robust transitional Local Area Network,10,18,19197.78,416,True,1.53
499,Re-engineered exuding extranet,5,9,26572.36,4,True,1.66
500,Object-based tertiary function,12,93,10731.47,383,True,2.65
501,Grass-roots hybrid approach,15,28,4425.73,51,True,1.49
502,Cross-group fault-tolerant benchmark,13,45,48166.11,161,True,1.99
503,Front-line holistic methodology,3,32,27714.49,307,True,2.14
504,Digitized 3rdgeneration benchmark,1,85,43803.78,105,True,3.04
505,Adaptive explicit middleware,13,38,32343.87,401,False,4.82
506,User-centric object-oriented architecture,16,50,5725.91,255,True,1.28
507,Advanced even-keeled protocol,1,47,46702.83,67,True,4.36
508,Inverse even-keeled parallelism,14,47,27363.18,88,True,4.82
509,Total full-range methodology,3,3,29409.44,7,True,1.16
510,Mandatory cohesive architecture,2,51,25379.87,321,True,4.07
511,Right-sized upward-trending knowledgebase,14,90,20173.64,327,True,3.46
512,Optimized full-range task-force,9,11,15564.35,261,False,4.9
513,Total hybrid adapter,5,69,16404.84,300,True,4.34
514,Balanced tertiary solution,3,40,34963.93,373,False,1.95
515,Horizontal needs-based info-mediaries,8,12,46238.92,59,True,3.44
516,Re-contextualized zero tolerance success,10,86,37110.51,379,True,1.05
517,Multi-layered national info-mediaries,5,90,666.4,254,False,3.09
518,Operative disintermediate collaboration,9,22,18656.28,383,True,2.08
519,Optional global orchestration,4,99,45004.88,171,False,2.09
520,Automated upward-trending support,3,34,35644.93,295,True,2.98
521,Re-engineered incremental utilization,17,47,2866.41,439,True,2.47
522,Switchable background capability,9,99,5234.96,293,True,1.46
523,Versatile mission-critical matrices,17,1,2297.49,441,True,1.18
524,Vision-oriented bifurcated projection,12,50,46019.3,91,False,4.43
525,Down-sized exuding access,18,92,37059.22,214,True,1.99
526,Function-based asymmetric focus group,11,35,41317.25,292,True,3.01
527,Stand-alone heuristic neural-net,2,23,11236.93,264,False,4.82
528,Visionary dynamic capability,3,60,43315.01,396,False,2.31
529,Expanded background knowledgebase,18,59,497.66,102,True,4.14
530,Organic 4thgeneration system engine,20,32,23249.94,302,False,4.99
531,Pre-emptive zero-defect array,7,94,45032.12,389,True,1.6
532,Self-enabling empowering throughput,14,4,11726.59,177,True,3.77
533,Realigned stable open system,1,43,172.96,336,True,3.95
534,Innovative asymmetric budgetary management,10,14,10339.2,121,True,4.84
535,Compatible client-server structure,5,92,14063.28,22,False,4.59
536,Persistent tertiary definition,17,53,35072.26,190,True,3.99
537,Compatible bottom-line Internet solution,19,13,25320.85,326,False,1.3
538,Networked zero-defect data-warehouse,19,8,21805.65,493,True,2.17
539,Focused zero tolerance benchmark,11,51,35066.21,376,True,2.81
540,Extended background attitude,8,10,47183.38,69,True,3.34
541,Vision-oriented secondary software,5,14,8302.31,238,True,1.48
542,Grass-roots multi-state challenge,12,99,10461.05,157,True,4.41
543,Reduced asymmetric Graphic Interface,3,21,40399.09,155,False,3.79
544,Realigned interactive structure,2,28,41812.65,167,True,3.84
545,Profound modular matrices,12,51,25721.64,346,True,4.28
546,Total grid-enabled workforce,6,4,47609.62,437,True,3.99
547,Ergonomic heuristic protocol,8,13,23155.96,411,True,1.49
548,Exclusive contextually-based system engine,2,100,49130.11,66,True,2.6
549,Virtual asynchronous budgetary management,3,75,29347.33,469,False,1.09
550,Streamlined tertiary throughput,3,26,45134.55,227,False,1.37
551,Multi-layered high-level project,11,16,2230.55,236,True,4.7
552,Operative object-oriented adapter,14,93,19810.43,15,True,2.71
553,Cloned local support,12,28,45424.38,140,True,4.53
554,Exclusive solution-oriented capability,2,79,30996.91,125,True,3.0
555,Robust 6thgeneration circuit,18,62,3142.86,143,True,2.68
556,Enhanced exuding system engine,17,32,31574.64,410,True,1.08
557,Front-line mission-critical collaboration,13,92,18019.69,278,True,2.38
558,Horizontal explicit forecast,19,65,16148.06,138,True,2.28
559,Synergized bandwidth-monitored methodology,8,4,44798.66,398,True,4.23
560,Profit-focused directional encoding,16,68,17935.9,299,False,4.9
561,Persistent human-resource customer loyalty,4,32,32877.53,136,True,4.16
562,Face-to-face cohesive neural-net,2,98,49819.96,112,True,4.93
563,Public-key fault-tolerant knowledgebase,13,46,46766.78,432,True,1.95
564,User-friendly hybrid database,11,95,34911.57,467,True,3.81
565,Open-source methodical standardization,12,73,28223.96,288,False,4.35
566,De-engineered background budgetary management,16,70,15521.75,251,True,1.22
567,Configurable empowering moderator,20,29,1094.41,244,True,4.67
568,De-engineered multi-tasking hardware,7,17,17103.88,90,False,4.38
569,Advanced national leverage,11,8,1193.45,300,True,1.57
570,Grass-roots real-time database,4,68,43047.41,491,True,3.82
571,Operative leadingedge framework,13,76,5141.51,154,True,4.9
572,Public-key multi-tasking architecture,14,82,48037.04,332,True,3.83
573,Integrated bi-directional model,18,89,44491.05,314,True,1.89
574,Open-architected heuristic function,19,23,18981.37,375,True,1.51
575,Persistent foreground initiative,1,90,47440.04,200,False,4.08
576,Seamless directional algorithm,19,5,9185.88,162,False,4.87
577,Assimilated systematic collaboration,8,82,28320.96,479,True,2.32
578,Down-sized coherent complexity,3,31,17405.83,163,True,4.54
579,Face-to-face zero tolerance solution,3,91,33534.23,373,False,2.79
580,Streamlined bandwidth-monitored leverage,9,27,12552.09,34,True,4.15
581,Total tertiary encryption,1,7,19358.26,375,True,1.67
582,Cloned intermediate conglomeration,14,64,44100.36,179,True,1.41
583,Multi-layered homogeneous array,16,74,32583.38,351,True,2.81
584,Monitored optimal pricing structure,2,38,1101.89,133,False,1.3
585,Self-enabling responsive hub,6,49,8129.13,38,True,4.59
586,Realigned upward-trending Local Area Network,3,44,29742.12,314,False,3.82
587,Adaptive asymmetric toolset,14,84,8333.36,455,True,1.21
588,Down-sized systemic alliance,11,27,48722.48,209,True,3.89
589,Universal transitional Graphic Interface,18,34,33063.83,152,True,1.2
590,Inverse foreground workforce,19,71,42008.74,78,True,1.02
591,Down-sized optimal core,3,38,41212.48,320,True,1.8
592,Future-proofed interactive customer loyalty,1,27,8624.53,149,False,2.89
593,Cross-platform radical ability,4,40,39265.34,241,True,3.64
594,Fundamental attitude-oriented website,3,83,27251.89,94,True,2.53
595,Customer-focused bi-directional project,6,58,2326.38,225,True,1.9
596,Business-focused tangible access,9,73,3175.8,385,True,1.39
597,Assimilated homogeneous secured line,12,70,20757.93,387,True,3.21
598,Persistent logistical budgetary management,13,67,20989.74,274,True,4.75
599,Optional composite capability,19,31,23865.49,40,True,4.42
600,Multi-layered secondary pricing structure,2,65,28603.87,264,False,3.71
601,Reactive contextually-based model,20,19,6102.07,387,True,4.8
602,Decentralized zero-defect challenge,6,28,40442.19,64,True,1.31
603,Multi-layered holistic conglomeration,14,26,49863.73,321,True,3.38
604,Ergonomic analyzing application,11,94,45717.28,34,True,3.23
605,Monitored well-modulated hardware,18,42,42845.55,266,True,4.49
606,Reduced cohesive policy,20,76,26175.84,214,True,1.6
607,Innovative fault-tolerant throughput,19,76,29175.59,493,False,4.7
608,Persistent 5thgeneration orchestration,19,100,5139.42,146,False,4.52
609,Digitized full-range productivity,14,34,19213.87,248,True,2.89
610,Cross-group heuristic core,6,36,20208.4,316,True,3.77
611,Progressive regional solution,2,51,44489.75,169,True,1.2
612,Persistent systematic algorithm,16,35,44861.86,10,True,4.17
613,Switchable national ability,10,36,42158.04,439,True,1.39
614,Polarized global array,8,18,15093.97,380,True,4.3
615,Total contextually-based application,9,94,20896.96,330,True,2.77
616,Advanced secondary moderator,14,95,24274.57,264,False,4.28
617,Up-sized secondary algorithm,17,21,3374.29,363,True,1.54
618,Open-architected client-server capability,17,73,1544.51,98,False,1.8
619,Self-enabling analyzing complexity,2,32,1750.25,25,False,3.82
620,Persevering interactive analyzer,9,48,41192.96,258,True,4.69
621,Future-proofed static architecture,1,31,18686.09,304,True,4.84
622,Horizontal homogeneous leverage,16,76,27611.55,176,True,4.58
623,Distributed intermediate definition,3,37,1469.78,25,True,3.29
624,Organized optimal firmware,7,29,32404.26,346,True,3.61
625,Digitized multi-state application,17,3,43245.03,495,True,1.04
626,Customer-focused scalable complexity,5,83,8742.71,410,True,2.01
627,Programmable transitional extranet,10,92,48354.52,329,True,4.58
628,Reverse-engineered value-added Internet solution,12,59,12674.74,238,True,3.08
629,Digitized even-keeled policy,20,51,29265.91,3,True,3.65
630,Compatible regional application,12,72,32402.37,311,True,3.74
631,Re-engineered tertiary budgetary management,16,9,16880.55,141,True,4.45
632,User-friendly grid-enabled migration,9,84,35583.58,456,True,1.75
633,Pre-emptive bifurcated pricing structure,17,98,12091.07,29,False,4.21
634,Persistent solution-oriented conglomeration,20,52,33060.46,348,True,1.1
635,Extended non-volatile access,16,38,13045.37,214,True,3.95
636,Mandatory intangible emulation,19,91,49738.21,417,True,3.91
637,Automated web-enabled superstructure,8,88,26778.29,401,True,4.76
638,Business-focused explicit forecast,12,65,15079.72,87,False,4.51
639,Reactive reciprocal frame,6,38,4970.39,65,True,3.9
640,Implemented analyzing installation,18,98,45639.98,484,True,2.34
641,Persevering 5thgeneration hub,3,29,17828.64,381,False,2.68
642,Robust systematic policy,11,48,13101.91,150,True,1.47
643,Function-based solution-oriented benchmark,2,82,29220.37,483,True,2.89
644,Managed real-time ability,7,65,6078.82,348,True,2.19
645,Configurable systemic support,2,20,6954.53,102,True,4.95
646,Realigned impactful toolset,15,19,15887.53,366,True,1.32
647,Realigned motivating architecture,11,81,49333.35,160,True,1.02
648,Implemented didactic contingency,9,27,38083.54,86,True,1.63
649,Up-sized interactive algorithm,3,17,30762.54,324,True,2.72
650,Robust asymmetric synergy,16,50,332.99,273,True,2.49
651,Optimized 6thgeneration alliance,1,42,37866.7,271,True,3.71
652,Re-engineered multimedia utilization,8,29,34706.88,176,True,1.41
653,Sharable exuding product,17,76,15375.14,33,False,2.19
654,Visionary zero tolerance adapter,10,59,36418.81,305,True,2.73
655,Front-line transitional capacity,5,44,49807.33,250,True,1.75
656,Synchronized value-added throughput,13,3,11498.07,372,False,1.84
657,Organized local framework,1,76,25281.21,63,True,3.6
658,Mandatory disintermediate function,2,49,43839.55,130,True,3.49
659,Multi-lateral executive framework,20,7,33132.3,334,False,1.19
660,User-friendly heuristic orchestration,4,54,22271.28,63,True,2.9
661,Assimilated homogeneous conglomeration,5,27,34790.08,322,True,2.68
662,Synergized context-sensitive concept,4,85,26063.43,318,True,1.55
663,Self-enabling next generation product,4,66,35966.43,60,True,4.14
664,Seamless homogeneous contingency,16,26,30489.19,398,True,3.09
665,Grass-roots tertiary success,7,46,35201.49,151,True,3.19
666,Reverse-engineered static attitude,7,89,46662.9,169,True,1.05
667,Down-sized secondary focus group,3,15,41778.09,342,True,4.8
668,Optional grid-enabled software,17,10,36205.82,51,False,3.58
669,Function-based disintermediate intranet,15,38,13279.84,25,True,1.7
670,Vision-oriented client-driven benchmark,2,38,18074.71,346,True,3.95
671,Seamless radical core,4,98,44525.57,4,False,3.65
672,Configurable optimizing encoding,6,43,17940.62,224,False,2.07
673,Implemented holistic Graphic Interface,3,48,40766.72,93,True,2.6
674,Implemented encompassing capability,15,35,41801.85,353,False,4.2
675,Distributed multimedia monitoring,6,15,6712.33,371,True,4.77
676,Synergistic zero administration encryption,6,14,20859.78,302,True,3.28
677,Enterprise-wide upward-trending support,15,24,30605.03,398,True,1.12
678,Automated bandwidth-monitored throughput,5,62,46027.86,57,False,2.76
679,Organized 24hour budgetary management,3,34,32783.18,6,True,3.71
680,Networked national time-frame,19,93,28294.11,500,False,4.49
681,Organized fresh-thinking knowledge user,17,67,34443.26,316,True,3.65
682,Compatible analyzing migration,8,62,17352.9,346,True,1.59
683,Mandatory stable website,18,79,2822.85,329,False,3.02
684,Public-key system-worthy alliance,16,64,43483.84,38,True,2.28
685,De-engineered actuating encoding,11,36,2612.5,114,True,2.51
686,Up-sized asymmetric artificial intelligence,8,11,23008.82,410,True,1.35
687,Phased user-facing service-desk,16,58,15871.47,254,True,1.07
688,Decentralized optimizing superstructure,13,53,1888.01,281,True,1.36
689,Distributed modular matrices,20,80,31913.15,455,True,1.83
690,Networked radical solution,15,44,18230.79,27,False,4.38
691,Enhanced analyzing adapter,11,72,38394.08,307,True,3.63
692,Function-based tangible superstructure,15,15,4962.11,337,True,2.37
693,Managed motivating groupware,10,71,26147.06,359,True,4.59
694,Future-proofed cohesive model,16,18,41109.75,380,True,1.43
695,Programmable heuristic concept,20,26,9458.42,476,False,1.86
696,Optional hybrid solution,7,92,16962.88,387,True,4.71
697,Secured discrete superstructure,19,16,38630.04,230,True,3.36
698,Fundamental interactive forecast,17,18,48196.35,2,True,1.19
699,Devolved exuding support,14,75,24198.3,260,True,4.64
700,Adaptive demand-driven moderator,19,23,36551.68,65,True,3.63
701,Persistent 5thgeneration flexibility,20,42,25255.09,196,True,3.44
702,Extended bandwidth-monitored synergy,8,36,19953.71,175,False,2.81
703,Right-sized 3rdgeneration ability,5,18,20696.0,358,False,3.05
704,Configurable regional architecture,18,41,35622.53,478,True,1.87
705,Switchable tangible archive,7,80,35747.79,351,True,3.69
706,Seamless executive access,6,65,27170.32,326,True,1.46
707,Reactive clear-thinking middleware,12,72,24070.46,292,False,3.84
708,Upgradable clear-thinking info-mediaries,18,37,43886.11,216,False,3.09
709,Phased even-keeled protocol,1,49,7351.8,343,True,2.07
710,Future-proofed high-level Graphical User Interface,6,37,34201.18,74,False,3.76
711,Persevering 24hour hardware,10,27,37704.34,16,True,2.81
712,Stand-alone uniform adapter,20,87,37000.67,442,True,3.59
713,Innovative well-modulated budgetary management,13,31,25595.02,407,True,2.15
714,Fundamental global model,2,49,19438.98,489,True,3.74
715,Reverse-engineered homogeneous Internet solution,18,7,746.97,128,True,4.48
716,Cloned holistic architecture,15,29,45583.17,360,True,2.47
717,Self-enabling neutral challenge,19,70,36948.66,100,True,4.86
718,Function-based explicit archive,10,58,8953.55,349,True,4.85
719,Realigned asynchronous paradigm,17,16,18922.19,219,True,2.06
720,Advanced context-sensitive access,6,75,42316.11,2,True,3.84
721,Multi-tiered heuristic core,5,6,7769.8,165,True,4.09
722,Future-proofed heuristic functionalities,20,85,15127.63,404,True,2.43
723,Right-sized interactive knowledge user,11,68,11076.1,94,True,4.15
724,Balanced radical instruction set,6,54,27199.7,206,True,1.88
725,Intuitive mobile hierarchy,7,85,16660.99,184,True,4.8
726,Visionary user-facing framework,20,68,23795.37,287,False,4.92
727,Mandatory client-driven archive,1,15,33480.03,228,True,3.57
728,Right-sized heuristic toolset,20,32,47948.95,349,False,2.53
729,Profit-focused executive open system,4,50,12903.87,370,True,4.65
730,Re-contextualized analyzing productivity,12,66,40160.56,228,True,2.19
731,Multi-layered clear-thinking methodology,7,42,25743.35,485,True,4.89
732,Multi-layered demand-driven frame,18,69,465.8,33,True,3.52
733,Ameliorated systematic model,7,88,21268.05,53,True,4.31
734,Adaptive cohesive benchmark,14,83,40856.04,36,True,1.62
735,Seamless foreground neural-net,15,92,16652.6,44,True,1.71
736,Object-based even-keeled implementation,9,72,3615.06,420,True,2.03
737,Phased intangible info-mediaries,13,58,31547.84,221,True,2.56
738,Implemented systemic Graphical User Interface,4,69,394.36,368,True,4.02
739,Integrated fault-tolerant forecast,19,6,35074.01,37,True,3.01
740,Multi-tiered homogeneous instruction set,10,88,15137.4,44,True,4.71
741,Team-oriented demand-driven knowledge user,13,51,41123.91,15,True,3.13
742,Self-enabling regional parallelism,5,96,19610.53,408,False,2.18
743,Focused secondary open architecture,5,39,33896.72,468,False,4.47
744,Distributed needs-based leverage,12,2,27720.86,284,True,1.17
745,Advanced non-volatile methodology,19,77,19764.68,280,False,2.22
746,Future-proofed zero administration hub,12,28,20691.46,330,False,1.57
747,Centralized regional interface,6,29,30882.56,129,True,1.73
748,Organic value-added budgetary management,19,7,42584.25,477,False,3.2
749,Fundamental mission-critical help-desk,18,10,14603.57,34,True,1.79
750,Phased fault-tolerant workforce,19,63,47581.84,182,True,3.62
751,Distributed coherent function,4,37,31013.84,460,True,2.94
752,Extended mission-critical firmware,11,79,33005.17,355,True,3.26
753,Optimized composite circuit,12,41,47937.08,86,True,1.98
754,Front-line mobile infrastructure,8,92,37016.83,223,True,2.44
755,Focused value-added instruction set,11,62,23196.13,183,True,2.95
756,Open-architected asynchronous matrices,4,23,32313.03,41,False,4.43
757,Multi-layered national product,5,69,9901.95,375,False,1.31
758,Persevering directional infrastructure,3,3,42494.4,323,True,3.33
759,Adaptive optimizing encryption,13,99,29542.81,464,True,2.04
760,Secured mission-critical data-warehouse,18,61,32730.02,76,True,1.89
761,Synergized clear-thinking initiative,19,94,42872.49,68,True,3.04
762,Virtual fault-tolerant encoding,13,47,25158.15,339,True,4.86
763,Focused bi-directional migration,20,88,8375.59,263,True,1.64
764,Virtual scalable workforce,19,73,33004.72,495,True,3.93
765,Extended value-added frame,12,6,11019.07,249,True,2.06
766,Optimized bandwidth-monitored application,8,6,33462.42,265,False,2.45
767,Reduced leadingedge circuit,16,59,44089.44,20,False,2.3
768,Operative intermediate service-desk,17,82,41499.39,427,True,3.31
769,Synchronized maximized adapter,19,23,18895.31,193,True,3.61
770,Innovative upward-trending database,3,67,12654.16,498,False,3.07
771,Object-based content-based flexibility,12,45,24394.39,246,False,1.03
772,Ameliorated mission-critical process improvement,5,57,8363.73,39,True,2.12
773,Optional uniform algorithm,5,24,7952.13,308,True,1.47
774,Multi-layered optimizing encoding,8,54,40577.51,368,True,3.7
775,Multi-layered context-sensitive framework,16,27,29580.47,331,False,1.09
776,Cross-platform non-volatile architecture,2,17,28716.98,82,True,3.05
777,Ergonomic empowering ability,19,19,2890.01,132,False,3.07
778,Optional responsive implementation,13,77,48465.26,326,True,3.88
779,Open-architected cohesive protocol,10,11,10908.01,310,False,4.47
780,Implemented actuating frame,6,29,41535.14,307,True,3.33
781,Assimilated motivating conglomeration,6,80,33016.47,135,True,3.74
782,Quality-focused client-server product,15,77,29570.74,117,True,1.53
783,Streamlined contextually-based algorithm,1,26,26183.3,465,True,2.68
784,Configurable encompassing benchmark,5,78,4905.3,243,False,3.4
785,Triple-buffered interactive contingency,18,65,37643.92,47,True,1.52
786,Stand-alone zero tolerance process improvement,20,70,41393.34,459,False,3.71
787,Re-contextualized leadingedge circuit,14,67,21092.13,447,True,3.12
788,Re-engineered value-added matrix,8,62,39498.82,195,True,4.22
789,Adaptive context-sensitive system engine,19,13,21331.92,130,True,1.93
790,Visionary analyzing analyzer,3,37,29954.79,278,True,1.76
791,Adaptive zero tolerance productivity,1,74,26174.78,266,True,3.62
792,User-friendly heuristic monitoring,11,53,18177.26,79,True,3.34
793,Versatile didactic synergy,9,69,21235.72,187,True,4.97
794,Function-based human-resource website,13,97,10264.31,282,True,2.93
795,Profit-focused background open system,12,72,27790.08,129,False,3.31
796,Cross-platform full-range infrastructure,13,95,6989.62,442,True,3.99
797,Automated bifurcated product,15,90,47467.33,51,True,2.6
798,Down-sized bifurcated flexibility,11,71,30739.87,350,True,1.64
799,Profit-focused impactful function,1,12,41180.45,241,False,2.74
800,Persistent object-oriented architecture,3,34,11166.34,40,True,3.9
801,Enhanced modular instruction set,13,79,32843.14,146,True,3.39
802,Compatible fault-tolerant encryption,6,82,24768.98,5,True,3.63
803,Horizontal high-level workforce,17,37,9817.85,401,True,3.06
804,Self-enabling homogeneous support,8,79,8557.2,18,True,3.62
805,Pre-emptive solution-oriented capability,6,12,49841.18,399,True,3.68
806,Profound contextually-based encryption,13,76,10095.49,7,True,1.27
807,Automated well-modulated open architecture,3,71,14296.24,424,True,3.33
808,Synergized secondary forecast,12,36,11392.15,493,True,4.72
809,Team-oriented hybrid migration,19,1,13129.26,208,True,3.23
810,Phased uniform structure,17,38,17064.3,59,False,4.83
811,Networked coherent moderator,18,74,12582.06,226,False,3.25
812,Synchronized non-volatile synergy,8,97,17049.07,397,True,2.84
813,Re-contextualized transitional utilization,19,4,24150.31,132,True,3.53
814,Reduced uniform paradigm,8,87,35088.69,409,True,4.82
815,Self-enabling cohesive flexibility,17,69,585.19,426,True,2.15
816,Visionary disintermediate monitoring,13,87,37464.53,175,True,4.73
817,Organic bi-directional capacity,16,41,17741.54,457,True,1.73
818,Progressive 24/7 support,7,64,36881.9,120,True,4.49
819,Vision-oriented needs-based moderator,7,30,10218.05,127,False,2.42
820,Diverse demand-driven complexity,4,16,46017.39,346,False,2.97
821,Self-enabling background installation,1,98,42868.76,490,True,2.93
822,Stand-alone coherent projection,20,41,24667.78,451,False,4.48
823,Future-proofed leadingedge secured line,16,24,49221.29,468,True,2.59
824,Balanced user-facing time-frame,19,17,2801.99,409,True,4.76
825,Polarized fault-tolerant pricing structure,2,65,17429.72,440,True,1.7
826,Cross-platform client-driven emulation,4,90,25958.44,161,True,1.05
827,Front-line global throughput,7,49,29092.31,166,True,4.45
828,Pre-emptive radical standardization,6,71,13216.17,137,True,3.45
829,Seamless motivating task-force,12,24,24988.62,107,True,4.01
830,Ergonomic clear-thinking methodology,12,52,14053.51,92,True,4.92
831,Multi-tiered well-modulated knowledge user,8,13,36068.69,411,True,2.73
832,Synchronized global throughput,13,26,7377.6,491,True,2.89
833,Enterprise-wide analyzing system engine,1,23,21133.88,68,False,4.4
834,Balanced client-driven methodology,17,69,36055.96,402,True,2.0
835,Fully-configurable full-range definition,19,7,19980.25,353,True,1.86
836,Open-architected real-time service-desk,9,61,41964.69,49,True,2.34
837,Stand-alone 24/7 hardware,12,47,28061.47,477,False,2.38
838,Progressive heuristic model,14,16,17619.42,347,False,1.8
839,Persistent non-volatile throughput,19,84,32491.63,89,False,2.14
840,Reactive web-enabled standardization,11,87,25571.18,396,True,4.56
841,Virtual explicit concept,13,79,14397.53,323,False,4.47
842,Multi-channeled 24/7 monitoring,11,54,31600.54,292,True,4.63
843,Persevering attitude-oriented collaboration,3,21,17246.91,160,True,2.17
844,Grass-roots heuristic pricing structure,9,78,32267.75,138,False,4.12
845,Object-based fault-tolerant throughput,12,96,29387.3,494,True,1.67
846,Profit-focused 6thgeneration structure,1,17,36415.84,338,True,3.98
847,Face-to-face 24/7 model,3,27,8428.83,52,True,4.75
848,Ameliorated hybrid migration,16,71,2785.89,394,True,4.06
849,Enterprise-wide executive software,3,14,13196.37,79,True,4.73
850,Stand-alone systemic hub,13,40,11544.86,377,True,3.51
851,Configurable asymmetric open system,5,68,41942.04,14,True,2.43
852,Profound fresh-thinking strategy,11,61,23412.95,445,True,2.09
853,Focused directional archive,15,18,48480.16,357,True,3.36
854,Phased 3rdgeneration help-desk,15,81,37470.69,449,True,3.09
855,Cloned modular software,18,40,45455.27,246,True,4.22
856,Persistent high-level product,15,40,18352.59,133,True,1.04
857,Grass-roots transitional circuit,17,98,42412.53,176,True,3.14
858,Open-source empowering architecture,16,97,23905.65,4,True,4.19
859,Reduced analyzing concept,20,30,39858.69,280,True,2.65
860,Mandatory hybrid infrastructure,18,56,19798.13,83,True,3.58
861,Cross-group responsive model,13,29,13222.72,216,True,3.07
862,Versatile human-resource encoding,20,89,34263.55,145,True,3.13
863,Innovative motivating throughput,9,53,9481.23,35,True,2.16
864,Multi-channeled demand-driven success,15,80,22693.08,358,True,1.75
865,Triple-buffered user-facing interface,1,20,2576.64,273,True,4.89
866,Vision-oriented motivating database,10,35,6339.46,224,True,1.93
867,Organic national Graphical User Interface,5,2,24729.62,175,True,4.14
868,Configurable tangible system engine,16,48,23237.85,405,True,1.32
869,Operative non-volatile Graphic Interface,5,8,13398.53,200,True,2.88
870,Inverse background complexity,7,33,40880.81,424,True,4.9
871,Adaptive even-keeled encryption,8,50,38584.14,226,True,4.98
872,Down-sized client-driven policy,7,59,36792.61,48,True,4.93
873,Synergized radical website,16,50,34103.97,159,False,1.63
874,De-engineered real-time portal,2,96,46877.3,266,True,2.92
875,Organic regional productivity,10,26,18085.29,26,False,1.87
876,Visionary maximized core,4,31,31682.16,166,True,4.18
877,Profound reciprocal budgetary management,19,16,19850.83,124,True,1.17
878,Function-based needs-based strategy,16,89,29850.99,190,True,1.99
879,User-centric needs-based website,16,12,34328.64,173,False,4.99
